"env","cov","entry","estimate","stderr","df","lower.CL","upper.CL","var_lsmean"
"Akron_2024","sph","1",4778.12638814061,222.130953105929,3,4071.2065571395,5485.04621914173,49342.1603277483
"Akron_2024","sph","2",4752.3415195296,225.890369151702,3,4033.4575488236,5471.22549023561,51026.4588754924
"Akron_2024","sph","4",4593.76761056432,229.479886336932,3,3863.46019415442,5324.07502697421,52661.0182332111
"Akron_2024","sph","6",4465.37332782239,225.748884913872,3,3746.93962310633,5183.80703253846,50962.5590398566
"Akron_2024","sph","7",4526.86047197319,221.317654904735,3,3822.52891882756,5231.19202511882,48981.5043725315
"Akron_2024","sph","9",4434.82273859079,225.523283944027,3,3717.10699684768,5152.53848033391,50860.7516008982
"Akron_2024","sph","10",4410.57678842993,227.462698775618,3,3686.6889631216,5134.46461373825,51739.2793342875
"Akron_2024","sph","11",4900.27820723341,232.177945148265,3,4161.38436352795,5639.17205093887,53906.5982132706
"Akron_2024","sph","12",4466.76864571198,223.067830297636,3,3756.86725335362,5176.67003807035,49759.2569136951
"Akron_2024","sph","13",5011.90085016416,227.485177902404,3,4287.94148624185,5735.86021408648,51749.5061652885
"Akron_2024","sph","14",4220.22525781263,228.293519614255,3,3493.69338979603,4946.75712582924,52117.9310978644
"Akron_2024","sph","16",4907.84361028787,226.074853216104,3,4188.37252895273,5627.31469162302,51109.8392566829
"Akron_2024","sph","17",4599.76698658061,227.27586959535,3,3876.47373510675,5323.06023805447,51654.3209003225
"Akron_2024","sph","18",4475.33459833396,228.95396423262,3,3746.7009007818,5203.96829588612,52419.9177378318
"Akron_2024","sph","19",4521.4006016004,221.658306105109,3,3815.98494430075,5226.81625890004,49132.404665386
"Akron_2024","sph","20",4927.05586429522,227.273002316849,3,4203.77173778123,5650.33999080921,51653.0175821143
"Akron_2025","gau","1",4895.03911896293,477.415750128072,3,3375.6891288836,6414.38910904227,227925.79847035
"Akron_2025","gau","3",4306.54733173352,476.652666629533,3,2789.62581391474,5823.46884955231,227197.764605045
"Akron_2025","gau","4",4460.95023265259,477.817484181132,3,2940.32174552039,5981.57871978479,228309.548189187
"Akron_2025","gau","5",4501.37763291307,483.720408897855,3,2961.96340482576,6040.79186100037,233985.433984308
"Akron_2025","gau","6",4575.54706924883,478.275155343001,3,3053.46206821851,6097.63207027916,228747.124218372
"Akron_2025","gau","7",4626.18782435764,483.652592232757,3,3086.98941916562,6165.38622954967,233919.829973466
"Akron_2025","gau","8",4277.51966626271,482.057741565279,3,2743.39678768488,5811.64254484054,232379.666203018
"Akron_2025","gau","10",4422.311069549,479.676980296903,3,2895.76483587348,5948.85730322453,230090.005426756
"Akron_2025","gau","11",4843.72949759004,478.114463544993,3,3322.15588957857,6365.3031056015,228593.440250917
"Akron_2025","gau","13",4701.29048579326,483.486389299449,3,3162.62101251226,6239.95995907425,233759.088637819
"Akron_2025","gau","14",4291.24133176298,478.828819975838,3,2767.39432276751,5815.08834075844,229277.038839454
"Akron_2025","gau","15",4460.00317089599,480.75768395907,3,2930.01765584369,5989.98868594828,231127.950685689
"Akron_2025","gau","16",4823.26851807801,474.547410401926,3,3313.04686516245,6333.49017099357,225195.244719174
"Akron_2025","gau","18",4260.89143315218,476.633585834332,3,2744.03063893958,5777.75222736478,227179.575145294
"Akron_2025","gau","19",4237.66975801057,476.070311087981,3,2722.60155543336,5752.73796058778,226642.941099407
"Akron_2025","gau","20",4709.37931350136,482.607639288651,3,3173.5064149455,6245.25221205721,232910.133499765
"FortCollins_2024","sph","1",4568.58795764203,200.720719569285,3,3929.80504525487,5207.37087002919,40288.8072644116
"FortCollins_2024","sph","2",4785.47317335658,200.059227924143,3,4148.79542261148,5422.15092410169,40023.6946776044
"FortCollins_2024","sph","3",4262.10577063335,199.245793847501,3,3628.01673016005,4896.19481110665,39698.8863659208
"FortCollins_2024","sph","4",4483.73739698332,194.92999258872,3,3863.38316228037,5104.09163168627,37997.7020106386
"FortCollins_2024","sph","5",4493.95865249389,196.507947771344,3,3868.58266015009,5119.33464483769,38615.3735373054
"FortCollins_2024","sph","6",4316.44815406287,194.784116595886,3,3696.55816187434,4936.3381462514,37940.8520780398
"FortCollins_2024","sph","7",4447.46516772641,200.954824220854,3,3807.93722985581,5086.993105597,40382.8413776343
"FortCollins_2024","sph","8",4226.20007250709,195.836331796584,3,3602.96146194073,4849.43868307344,38351.8688515417
"FortCollins_2024","sph","10",4416.76618617558,196.550211676059,3,3791.25569122437,5042.27668112678,38631.9857099035
"FortCollins_2024","sph","11",5058.46308290264,199.626011496235,3,4423.16402017792,5693.76214562735,39850.5444658948
"FortCollins_2024","sph","12",4110.1501387103,196.609898964358,3,3484.44969216898,4735.85058525163,38655.452370775
"FortCollins_2024","sph","13",4664.71646424232,197.215294082774,3,4037.08938024316,5292.34354824149,38893.8722201552
"FortCollins_2024","sph","14",4206.17710685114,197.487568729775,3,3577.6835234076,4834.67069029467,39001.3398027975
"FortCollins_2024","sph","16",4739.15978031185,197.541343999077,3,4110.49505996121,5367.82450066249,39022.5825889617
"FortCollins_2024","sph","17",4406.53401865853,195.13625395628,3,3785.52336822846,5027.5446690886,38078.1576080899
"FortCollins_2024","sph","18",4468.0329646478,197.174554338341,3,3840.53553269779,5095.53039659782,38877.8048785235
"FortCollins_2025","expa","1",4551.97949661267,183.487507714427,3,3968.04035562117,5135.91863760416,33667.6654872518
"FortCollins_2025","expa","2",4695.2545152158,178.047214078467,3,4128.62881660573,5261.88021382588,31700.8104411033
"FortCollins_2025","expa","4",4537.09343192934,179.512512973321,3,3965.8044982652,5108.38236559348,32224.7423139967
"FortCollins_2025","expa","5",4651.72260775144,182.293191541647,3,4071.58431385135,5231.86090165153,33230.8076824398
"FortCollins_2025","expa","6",4568.59366070537,181.59680375882,3,3990.67158353178,5146.51573787895,32977.3991354193
"FortCollins_2025","expa","8",4276.96868917773,179.259703173828,3,3706.48430912593,4847.45306922953,32134.041181969
"FortCollins_2025","expa","9",4401.35279431126,183.927159848687,3,3816.01448400948,4986.69110461304,33829.2001300043
"FortCollins_2025","expa","10",4474.37785080006,179.457910791542,3,3903.26268564759,5045.49301595254,32205.1417456649
"FortCollins_2025","expa","11",4993.01443731804,180.243612263858,3,4419.39881941794,5566.63005521814,32487.7597619239
"FortCollins_2025","expa","12",4495.43179595288,184.365272088614,3,3908.69921697184,5082.16437493391,33990.5535523086
"FortCollins_2025","expa","13",4878.12856019725,178.70266250269,3,4309.41693217121,5446.8401882233,31934.6415855502
"FortCollins_2025","expa","14",4147.19987984408,181.226371212154,3,3570.45668435999,4723.94307532817,32842.9976227254
"FortCollins_2025","expa","16",4386.40565011606,180.598315134702,3,3811.66120937517,4961.15009085696,32615.7514294933
"FortCollins_2025","expa","17",4529.54385380589,178.174686938353,3,3962.51247966385,5096.57522794793,31746.21906558
"FortCollins_2025","expa","19",4428.69508760529,191.016000278348,3,3820.79692326939,5036.59325194119,36487.1123623378
"FortCollins_2025","expa","20",4897.3075091701,178.52865009169,3,4329.14966629851,5465.46535204169,31872.4789035611
"RockyFord_2024","sph","1",4359.17227936781,240.945557904717,3,3592.37597883942,5125.96857989619,58054.7618740154
"RockyFord_2024","sph","2",4623.20138130074,241.609761690589,3,3854.29128788805,5392.11147471343,58375.2769441832
"RockyFord_2024","sph","3",4220.70927991333,243.281232108434,3,3446.47982164498,4994.93873818169,59185.7578961979
"RockyFord_2024","sph","4",4108.42957521609,241.442370580024,3,3340.05219502475,4876.80695540743,58294.4183113015
"RockyFord_2024","sph","5",4235.35903103898,237.124874409005,3,3480.72185058518,4989.99621149278,56228.2060634862
"RockyFord_2024","sph","6",4031.50376151884,240.140933550131,3,3267.26813479484,4795.73938824284,57667.6679663286
"RockyFord_2024","sph","7",4361.17875343343,242.107178688073,3,3590.68565713491,5131.67184973196,58615.8859722986
"RockyFord_2024","sph","11",4562.76784162629,242.010862410378,3,3792.58126670986,5332.95441654272,58569.2575246147
"RockyFord_2024","sph","12",4211.44537515631,237.593536826211,3,3455.31670172444,4967.57404858817,56450.6887415879
"RockyFord_2024","sph","13",4220.4306852306,244.013717516131,3,3443.87013148285,4996.99123897836,59542.6943360423
"RockyFord_2024","sph","14",3777.2799424815,243.454453097605,3,3002.49921771616,4552.06066724684,59270.0707330541
"RockyFord_2024","sph","15",4118.27861603215,240.614076174327,3,3352.53723831191,4884.01999375239,57895.1336532246
"RockyFord_2024","sph","16",4492.11595396607,242.840398361213,3,3719.2894254278,5264.94248250433,58971.4590762328
"RockyFord_2024","sph","18",4096.06337390633,237.997567967875,3,3338.64889306046,4853.4778547522,56642.8423586232
"RockyFord_2024","sph","19",4389.70381682672,241.464713505274,3,3621.25533147547,5158.15230217797,58305.207868184
"RockyFord_2024","sph","20",4617.76796955346,242.315994510261,3,3846.61032811313,5388.92561099379,58717.0411954969
"RockyFord_2025","gau","1",4740.59120504587,188.220102953215,3,4141.5908338223,5339.59157626945,35426.8071557189
"RockyFord_2025","gau","2",4832.45267445016,187.863969215722,3,4234.58567972366,5430.31966917667,35292.8709294857
"RockyFord_2025","gau","3",4552.26185762441,183.935238361745,3,3966.8978378886,5137.62587736023,33832.171911192
"RockyFord_2025","gau","4",4401.36017584986,185.950896831791,3,3809.58143126333,4993.13892043638,34577.7360325474
"RockyFord_2025","gau","5",4817.80759829478,190.293650908409,3,4212.20827204237,5423.40692454719,36211.6735760513
"RockyFord_2025","gau","6",4410.81470759658,192.409555648739,3,3798.48162812097,5023.14778707219,37021.4371049453
"RockyFord_2025","gau","7",4737.12451158741,186.637831685853,3,4143.1596337126,5331.08938946222,34833.6802163969
"RockyFord_2025","gau","8",4450.03821887872,190.459413320889,3,3843.91136264916,5056.16507510829,36274.7881225371
"RockyFord_2025","gau","10",4480.83194877795,189.429898664852,3,3877.98146766172,5083.68242989418,35883.6865081761
"RockyFord_2025","gau","11",5097.54469541615,189.624379754077,3,4494.07528867607,5701.01410215622,35957.4053971183
"RockyFord_2025","gau","13",4808.36855179416,184.628820547617,3,4220.79724399351,5395.93985959481,34087.8013768042
"RockyFord_2025","gau","14",4270.0995110007,188.842177158861,3,3669.11942201975,4871.07959998165,35661.3678740985
"RockyFord_2025","gau","15",4330.99544680011,195.128373114308,3,3710.00987672646,4951.98101687376,38075.0819942366
"RockyFord_2025","gau","17",4820.9269033409,194.374936099285,3,4202.33910611198,5439.51470056983,37781.6157836012
"RockyFord_2025","gau","18",4547.6101211349,191.046758807203,3,3939.61406943249,5155.60617283731,36498.8640507377
"RockyFord_2025","gau","20",5086.10328486398,195.574001039483,3,4463.69952784632,5708.50704188163,38249.1898825917
